XP_001818908.1	100.0	0.0
EIT83447.1	100.0	0.0
KAB8271409.1	99.6	0.0
4J3P_A	100.0	0.0
6GSG_A	100.0	0.0
KAE8346534.1	99.1	0.0
KAE8321207.1	98.7	0.0
4J3Q_A	100.0	0.0
KAB8218613.1	98.3	0.0
KAB8201281.1	98.3	0.0
XP_022388049.1	96.5	0.0
KAE8158513.1	96.5	0.0
XP_031910580.1	96.5	0.0
XP_031931354.1	96.1	0.0
XP_031937169.1	93.5	0.0
XP_015404592.1	93.9	0.0
KAE8391775.1	90.0	0.0
KAF7594719.1	90.5	0.0
XP_031898352.1	89.6	0.0
KAE8375210.1	90.0	0.0
KAB8070426.1	89.6	0.0
KAE8351517.1	87.9	0.0
KAE8146931.1	88.7	0.0
XP_052951113.1	86.1	0.0
PIG81138.1	96.6	0.0
XP_045940441.1	85.3	0.0
XP_025447795.1	84.4	0.0
XP_025502678.1	84.4	0.0
XP_040796720.1	84.4	0.0
XP_024702765.1	84.4	0.0
PYI36092.1	84.0	0.0
GMF72834.1	93.2	0.0
XP_020052399.1	84.0	0.0
XP_025490499.1	83.5	0.0
XP_025527571.1	84.0	0.0
GMG05688.1	93.2	0.0
KAK1138845.1	84.4	0.0
PYI24499.1	83.5	0.0
PYI12264.1	82.3	0.0
XP_025550912.1	83.1	0.0
OOF95096.1	81.8	0.0
XP_025575504.1	82.3	0.0
XP_025456298.1	82.3	0.0
XP_001389342.1	82.3	0.0
KAI2845333.1	82.3	0.0
XP_025471992.1	80.5	0.0
XP_026629930.1	81.8	0.0
KAI3088645.1	81.8	0.0
GKZ22626.1	81.8	0.0
OJJ74607.1	81.8	0.0
GKZ30280.1	81.8	0.0
XP_025568103.1	81.4	0.0
XP_025534797.1	81.0	0.0
XP_056514459.1	79.7	0.0
OJI86616.1	80.5	0.0
XP_035356729.1	80.5	0.0
OJZ92187.1	80.1	0.0
XP_056737986.1	78.8	0.0
XP_025512677.1	79.7	0.0
GLA68834.1	79.7	0.0
GLB09339.1	79.7	0.0
KAJ5125559.1	78.4	0.0
XP_025476309.1	79.7	0.0
XP_041539803.1	79.7	0.0
KAJ5093687.1	79.2	0.0
XP_025389714.1	79.7	0.0
CAG7990555.1	78.8	0.0
CAG8394211.1	78.8	0.0
CAG8078514.1	78.8	0.0
XP_056784169.1	77.9	0.0
CAG8093570.1	78.8	0.0
CAG8930855.1	78.8	0.0
GFF29867.1	77.9	0.0
XP_026612785.1	77.5	0.0
GFF64847.1	77.9	0.0
KAF7174173.1	77.5	0.0
KAF7183875.1	77.5	0.0
XP_043130766.1	77.9	0.0
GFF34403.1	77.1	0.0
XP_025402046.1	78.8	0.0
GFG11845.1	77.5	0.0
CAG7930450.1	78.8	0.0
CAG7986219.1	78.8	0.0
CAG8077757.1	78.8	0.0
CAG8279628.1	78.8	0.0
XP_058378397.1	76.2	0.0
KAJ6064024.1	76.2	0.0
KAJ6012692.1	76.2	0.0
XP_033416412.1	77.1	0.0
KAF4227997.1	77.1	0.0
KAF4161785.1	78.8	0.0
XP_057130184.1	75.8	0.0
XP_022485842.1	75.8	0.0
KAJ5341990.1	76.6	0.0
XP_056979810.1	75.3	0.0
KAJ5339145.1	76.6	0.0
GAQ10037.1	77.9	0.0
XP_057081134.1	75.8	0.0
XP_057110482.1	75.3	0.0
KAF4200737.1	77.9	0.0
XP_056807837.1	76.6	0.0
XP_033427774.1	76.9	0.0
THD00201.1	76.9	0.0
XP_025428940.1	84.9	0.0
KAJ5502237.1	75.3	0.0
KAJ5982239.1	76.6	0.0
XP_058324893.1	74.9	0.0
KAF4151430.1	77.5	0.0
XP_056525573.1	74.9	0.0
OQE36208.1	74.9	0.0
XP_056527513.1	74.9	0.0
XP_056579329.1	74.9	0.0
KAF7173843.1	74.9	0.0
CAG7944353.1	75.3	0.0
OQE91943.1	75.3	0.0
XP_056728498.1	75.3	0.0
XP_057102846.1	75.3	0.0
XP_040651100.1	75.3	0.0
XP_043163362.1	77.9	0.0
KAJ5214359.1	74.9	0.0
CAG8177468.1	75.3	0.0
KGO68522.1	74.9	0.0
KAF7115512.1	74.5	0.0
KAF4171501.1	76.6	0.0
XP_056755621.1	74.5	0.0
KAJ5282529.1	74.9	0.0
XP_002565755.1	74.9	0.0
XP_056563664.1	74.9	0.0
XP_057144472.1	74.9	0.0
OQD67812.1	75.3	0.0
KAJ5474562.1	74.0	0.0
KAJ5529860.1	74.9	0.0
KUM56340.1	74.9	0.0
KAJ5483431.1	74.5	0.0
KAJ5426864.1	74.5	0.0
OQE28031.1	74.5	0.0
KAJ5542202.1	73.6	0.0
RLL96930.1	74.5	0.0
RHZ56795.1	74.5	0.0
KAJ5193984.1	74.0	0.0
XP_056544980.1	78.8	0.0
CAG8891062.1	74.5	0.0
KAF4222196.1	76.2	0.0
XP_022581844.1	73.2	0.0
CRL18728.1	74.0	0.0
XP_057040189.1	73.6	0.0
KAJ5968633.1	73.6	0.0
KAJ6126902.1	74.0	0.0
XP_040812365.1	74.0	0.0
KAF4766474.1	73.6	0.0
XP_038926851.1	73.2	0.0
KAI2740794.1	73.2	0.0
XP_057064389.1	74.0	0.0
KAJ5501428.1	72.7	0.0
XP_016595732.1	72.7	0.0
XP_056963078.1	72.7	0.0
XP_057033381.1	71.9	0.0
XP_056471750.1	71.4	0.0
XP_057123229.1	73.2	0.0
OQE16461.1	69.7	0.0
RJE23969.1	71.4	0.0
KAJ5595938.1	68.8	0.0
XP_056829057.1	70.6	0.0
XP_056804554.1	71.9	0.0
KAJ5339083.1	70.6	0.0
XP_002483103.1	73.6	0.0
KAF3395447.1	72.7	0.0
KAJ5173389.1	72.7	0.0
KAJ6134914.1	72.7	0.0
CAG8222037.1	69.3	0.0
CAG8006611.1	69.3	0.0
CAG7917407.1	68.8	0.0
CAG7947755.1	68.8	0.0
KAE8554627.1	71.4	0.0
XP_054120934.1	71.4	0.0
EEA25936.1	71.4	0.0
XP_056830439.1	65.9	0.0
XP_001243418.2	68.8	0.0
EFW14572.1	68.8	0.0
GAM35591.1	72.7	0.0
BDD58815.1	68.0	0.0
KUL89944.1	72.3	0.0
XP_040735702.1	72.1	0.0
XP_056930360.1	65.8	0.0
XP_057101912.1	70.6	0.0
XP_056818499.1	77.2	0.0
XP_056797454.1	65.8	0.0
PCH07910.1	72.7	0.0
XP_002583089.1	64.5	0.0
XP_057064673.1	68.9	0.0
CAG8215017.1	70.1	0.0
CAG8947322.1	69.7	0.0
CAG8424640.1	70.1	0.0
XP_033689972.1	66.2	0.0
XP_057062779.1	62.8	0.0
EPS29555.1	65.4	0.0
KAJ5722394.1	64.1	0.0
KAJ5609782.1	64.1	0.0
CAG8167697.1	69.3	0.0
KAJ6021820.1	63.6	0.0
CAG7960554.1	69.3	0.0
XP_056495893.1	69.0	0.0
KAJ6093390.1	65.9	0.0
KAJ5709302.1	63.6	0.0
OCL11957.1	64.1	0.0
CAG8304278.1	68.8	0.0
KIN03343.1	66.1	0.0
XP_022581810.1	68.4	0.0
SPO00297.1	66.2	0.0
KAF2270939.1	66.2	0.0
XP_033573477.1	64.1	0.0
XP_024674776.1	68.4	0.0
XP_024696942.1	68.4	0.0
PLN74794.1	68.0	0.0
KAI1136430.1	65.2	0.0
KAF2741570.1	63.2	0.0
KAF2831139.1	64.1	0.0
